datetime,tweet
2022-03-26 22:15:30,"CBC News Changed the Headline: [RCMP in Fort St. John, B.C., activate Amber Alert for 2 missing children]- to - [Amber Alert activated for 2 kids missing from northern B.C.] https://t.co/dySxMAYwId"
2022-03-26 22:15:17,"Everytime I hear that tone on the air and I know how quickly we move to get it there, my heart sinks, and I always pray for safe ending...
 https://t.co/MA7pITVyXN

#media #radio #AmberAlert"
2022-03-26 22:13:52,I like whenever there's an Amber Alert the buses display a message too https://t.co/s2jZVqT7wF
2022-03-26 22:08:31,@2closetocall Amber alerts as part of a warning system are great. I’ve been on highways with amber cell alert + pixel hwy signs for storms/traffic re missing kid. In Texas amber cell alert + tv re tornado.
2022-03-26 22:08:31,"AMBER ALERT!

https://t.co/DDWq6pr8zr

The vehicle is described as a 2004 olive green Jeep Grand Cherokee with British Columbia licence plate HT1 84A. https://t.co/El1RENevkB"
2022-03-26 22:06:02,"@BenTDooley They could just as easily gone across the border into Alberta. I hope they put out an Amber Alert there, too!"
2022-03-26 22:05:59,"Mounties said the children were taken against their will from a northern B.C. home and believe the suspects are headed east.
#AmberAlert #YQL
https://t.co/7aEdmnshDF"
2022-03-26 22:05:58,Fort St. John RCMP issue Amber Alert for two missing children - The Western Standard https://t.co/kdUO3uTyWb
2022-03-26 22:05:49,"Mounties said the children were taken against their will from a northern B.C. home and believe the suspects are headed east.
#AmberAlert #YEG
https://t.co/Obt3GBypcU"
2022-03-26 22:05:39,"Mounties said the children were taken against their will from a northern B.C. home and believe the suspects are headed east.
#AmberAlert #YYC
https://t.co/QKGI2aY5TU"
2022-03-26 22:04:11,"Since the beginning of the war started by 🇷🇺, 136 children were killed in #Ukraine. No one would push Amber Alert for them @JustinTrudeau. Save 🇺🇦 children! Help Ukraine with anti-aircraft weapons!

RIP, our little angels... We will never forgive!
#IStandWithUkriane #StopPutin https://t.co/3TpD2igZEa"
2022-03-26 22:04:03,@Swagraptor2 @Lauren_Southern There’s tons of incidents where one parent doesn’t bring back the kid to the other and there’s no amber alert. Amber alerts are created because the child may be in imminent threat of danger.
2022-03-26 22:02:58,tweeting at the local news station to let them know im mad the amber alert woke me up even though im so sleepy
2022-03-26 22:02:19,"Authorities say the suspect is Jason Dalrymple. He is described to be standing 5’11” with balding light brown hair, often seen wearing hats or toques, and has a light brown/reddish mustache/goatee.
https://t.co/x80lHCeaVQ #PeaceRegion #GPAB #YQU #CountyofGP #NorthernAlberta https://t.co/xciRAA85hX"
2022-03-26 22:00:53,@IanRunkle Exactly my thoughts. We just had an Amber alert in BC (could it be the same?). My first thought was - the nukes.
2022-03-26 22:00:07,"RCMP in Fort St. John, B.C., activate Amber Alert for 2 missing children https://t.co/ndy5xHPG5a"
2022-03-26 21:59:24,"The utter ghouls who complain every time there's an Amber Alert pushed through to their phone

""omg I thought it was a tsunami and got scared out of bed but it's just another case of a man kidnapping and maybe murdering his whole family; that's not my job to worry about"""
2022-03-26 21:58:15,@drdagly The Amber Alert just made me jump.  Wish my morning alarm did that.
2022-03-26 21:57:56,"@AB_EmergAlert @RCMPAlberta So confusing the amber alert says the mother is travelling with them , maybe they just on a family trip ??"
2022-03-26 21:57:39,"Alberta has issued an amber alert.

Come on Saskatchewan, Manitoba and Ontario.

Your turn! https://t.co/i41k0x0kYO"
2022-03-26 21:56:52,RCMP in Fort St. John activate Amber Alert for 2 missing children | CBC News https://t.co/x4sWzw6A0L
2022-03-26 21:56:20,@ange1mom438 @cbcnewsbc I'm aware of the whole story. Would you leave that side case description in this whole amber alert article though?
2022-03-26 21:53:35,@abpolicereport 13 YR OLD child Is missing for 2 days no concern to have An Amber Alert REALLY !!
2022-03-26 21:53:19,@XiranJayZhao It went to us in Alberta too. Always so sad when it’s an amber alert - I hope they find the kids soon.
2022-03-26 21:53:01,"@average_mammal Remind them of this.

https://t.co/QpkcArtNAN"
2022-03-26 21:50:12,@nicutyra @AB_EmergAlert @EmergencyInfoBC Amber Alert ⚠️ 📢 pass this on
2022-03-26 21:50:08,To this mf and him only I missed you and almost put a damn amber alert on you https://t.co/5yLlaNMbOn
2022-03-26 21:50:07,to all the women in the thrift store complaining about the amber alert emergency notification on your phone: huge fuck you
2022-03-26 21:49:47,RCMP in Fort St. John activate Amber Alert in B.C. and Alberta in search for 2 missing children and their mom | CBC News https://t.co/tiwpF85lGd @CBCHomestretch @jkenney @jjhorgan
2022-03-26 21:49:03,@incognito_nunya We just got an amber alert here in Edmonton
2022-03-26 21:49:02,"@ErikaIsBoredMan @lumsdominator @cbcnewsbc Right?! It’s not like the Amber Alert disrupts our lives in any meaningful or lasting way, but at least now we know what to be on the lookout for. I truly don’t understand why people would be mad about Alert Ready being used for abducted kids."
2022-03-26 21:48:29,An Amber Alert has been issued as the search for a family of 4 is ongoing. Details at 4 SK time w/ GX94 News.
2022-03-26 21:48:23,"@Jun00n @AB_EmergAlert It’s amazing what a quick Google search can reveal.  Who’s lazy?

https://t.co/g1q7GCrOrR"
2022-03-26 21:48:08,@BishuStan @DynamitePR @playfairab @GlobalBC Or you could read the amber alert itself.
2022-03-26 21:47:51,"An Amber Alert issued on Saturday for two allegedly abducted children from Fort St. John has been extended to Saskatchewan. 
https://t.co/Jfweux8XcC"
2022-03-26 21:47:47,"An Amber Alert issued on Saturday for two allegedly abducted children from Fort St. John has been extended to Saskatchewan. 
https://t.co/mxTjXRcnaz"
2022-03-26 21:47:22,"And I accept that some people can't take that physical distress.  And because of that, Amber Alerts are a class of alert in the USA and Canada that can be disabled on user devices.  I encourage people whose bodies can stand the shock in the night to consider keeping them on."
2022-03-26 21:47:19,@drdagly So true and scared me too !! Wow what our world has become !! Hope the amber alert for the people missing are found safe ♥️♥️
2022-03-26 21:46:20,@RealMikeVersace I got an Amber Alert a couple hours ago for Prince George
2022-03-26 21:45:34,RCMP in Fort St. John activate Amber Alert for 2 missing children https://t.co/jJSM97Fn9N
2022-03-26 21:45:22,@MsLizCee2 They have to meet VERY specific criteria to issue an Amber alert. I would bet they didn't meet that until today.
2022-03-26 21:45:18,"Amber Alert: If you see them, call 911 immediately. #yeg #yyc https://t.co/cn0AeadzZ8 https://t.co/D9Qx6M986Q"
2022-03-26 21:43:39,RCMP issue Amber Alert for 2 missing B.C. children possibly travelling to Ontario https://t.co/UfGaYyJnrU
2022-03-26 21:43:10,"@lumsdominator @cbcnewsbc Wow. So you don’t think that two children who are possibly in danger, or whose lives have been threatened, is worth 5 seconds of your life to read an amber alert?"
2022-03-26 21:42:22,RCMP amber alert... looking for kids abducted by BOTH parents!!?? WTF? Had the province stolen their kids?
2022-03-26 21:42:16,"An amber alert scared the crap out of me while I was playing a game on my phone! 
This is scary, I hope the Children and Mother are found as soon as possible and the father is apprehended by the RCMP! https://t.co/KP7pUSWw1e"
2022-03-26 21:42:03,"May be headed east to Ontario:
""In a media release, Fort St. John RCMP said they have grounds to believe the mother and two children were taken 'against their will from their residence in Fort St. John and they are in danger...'”
#AmberAlert 
https://t.co/O0GAp5ZEnt"
2022-03-26 21:41:44,"Grammie trying to explain the Amber Alert to our five year old grandson (also named Lam)…”some father kidnapped his wife and two kids!”  

His response?  “that’s not possible!”  😂"
2022-03-26 21:41:38,an amber alert may have gone off during this screening of X but at least it happened at the funniest possible moment
2022-03-26 21:41:33,"@TheReal40577660 @vancouverpics1 @cbcnewsbc He doesn’t have the right to disappear with them. Period. 

Plus, amber alert has VERY STRICT criteria. It doesn’t get enacted for just a parent taking off with their kids.  There MUST BE either a history of violence, a threat, or suspected danger."
2022-03-26 21:40:49,Amber Alert issued for two children allegedly abducted in northern B.C. https://t.co/fUHzOXDeMy
2022-03-26 21:39:00,"#AmberAlert on my cell today:

PLEASE SHARE:
🔶🟠🟧 Amber Alert for Alberta! 🟧🔶🟠
Alberta, BC and Saskatchewan. https://t.co/mIlngH463N"
2022-03-26 21:38:43,There is a woman and her two children in a life threatening situation and people are bitching about an Amber Alert being sent to their phones. I fucking hate people.
2022-03-26 21:38:03,"@SIX7_CUMMINS @cbcnewsbc @kbolan 1. You don’t know the details.  Could be no one realized they had been abducted until this morning, when they were not returned and he couldn’t be located.
2. Amber Alert is a serious program, with VERY strict criteria.
3. Shut up."
2022-03-26 21:37:36,"@perfectrose2011 @waynelangman1 @drdagly So rare for us to get an Amber Alert I started crying after I read it. I knew it had to be dire.
Hoping to see a safe ending for Mom and her babies"
2022-03-26 21:37:30,Fort St. John RCMP issue Amber Alert for two missing children - https://t.co/awlDeCmwJo
2022-03-26 21:37:28,"Since the beginning of the war started by 🇷🇺, 136 children were killed in #Ukraine. No one would push Amber Alert for them @JustinTrudeau. Save 🇺🇦 children! Help Ukraine with anti-aircraft weapons!

RIP, our little angels... We will never forgive!
#IStandWithUkriane #StopPutin https://t.co/CitorG1GNk"
2022-03-26 21:37:02,just lost a fucking clash royal game to a amber alert hope that nigga stay missing
2022-03-26 21:36:57,@Leah_Holiove The amber alert system works! I got it on my phone. Hard to miss!
2022-03-26 21:36:54,"@MGarneu Funny, we got a Fort St. John amber alert wY down here to."
2022-03-26 21:36:32,Had my phone full blast n that amber alert scared the shit out of me didn't know what was goin on for a sec
2022-03-26 21:35:35,@IanRunkle In in Saskatchewan and I just received an Amber Alert for Northern BC.
2022-03-26 21:35:31,RCMP in Fort St. John activate Amber Alert for 2 missing children | CBC News https://t.co/BQoReCEoou
2022-03-26 21:35:30,@GlobalBC Ur telling me there was an amber alert for a family on a road trip
2022-03-26 21:35:07,"Anyone in canada keep an eye out for these people, I just got the amber alert for my area https://t.co/s7shjjfXfd"
2022-03-26 21:34:12,"fuckin amber alert scared the shit out of me 
 https://t.co/1sFJFTSFRQ"
2022-03-26 21:33:58,"I can't believe some of the obnoxious responses from some people when they get an ""Amber Alert on their phone."
2022-03-26 21:33:05,@incognito_nunya @MargaretLatrei1 Just got an Amber Alert about that.
2022-03-26 21:31:58,"Since the beginning of the war started by 🇷🇺, 136 children were killed in #Ukraine. No one would push Amber Alert for them @JustinTrudeau. Save 🇺🇦 children! Help Ukraine with anti-aircraft weapons!

RIP, our little angels... We will never forgive!
#IStandWithUkriane #StopPutin https://t.co/TbmLBjBATp"
2022-03-26 21:31:14,AMBER ALERT: Four-year-old Liam Ballamy and infant Myra Ballamy abducted in Fort St. John https://t.co/CMKugJWeIi
2022-03-26 21:30:50,"@JWEG79 Up there with the people going, ""Why is this an amber alert?"""
2022-03-26 21:30:07,RCMP in Fort St. John activate Amber Alert for 2 missing children https://t.co/2izjSzcG5w
2022-03-26 21:30:02,"For detailed info to help locate 4-year-old Liam Bellamy, 10-month-old Myra Bellamy &amp; 23-year-old Dawn Bellamy review the @BCRCMP Amber Alert statement: https://t.co/xsrpUW4AUE. Any updates will also be shared on https://t.co/cavloNyPkX. #AmberAlert #BC … https://t.co/37P5r49kPw"
2022-03-26 21:28:45,@jenn_summers01 just got the amber alert in SK
2022-03-26 21:27:32,"Amber Alert issued for Fort St. John abduction, vehicle headed east, possibly to Ontario https://t.co/7tUifsTOXN https://t.co/O727NmOqMQ"
2022-03-26 21:27:26,"RCMP issues amber alert after alleged abduction of mother and two children in Fort St. John:

""Mounties are looking for an olive green Jeep Grand Cherokee with the licence plate HT1 84A""

https://t.co/QfFptiiVID #amberalert #cdnpoli #bcpoli"
2022-03-26 21:27:22,"They’ve put the entire province here in British Columbia on Amber alert because two children were abducted in a city up north. I live in Vancouver (around 1200km away) and got this notification on my phone. 

In awe of the sheer contrast between here and Pakistan. https://t.co/g1ecKscVjZ"
2022-03-26 21:26:53,anyone else get that amber alert
2022-03-26 21:24:58,"Since the beginning of the war started by 🇷🇺, 136 children were killed in #Ukraine. No one would push Amber Alert for them @JustinTrudeau. Save 🇺🇦 children! Help Ukraine with anti-aircraft weapons!

RIP, our little angels... We will never forgive!
#IStandWithUkriane #StopPutin"
2022-03-26 21:23:59,"Amber Alert. j Eriko should have never fallen.

THE CUTTING DISC https://t.co/w2PzDN1awV"
2022-03-26 21:23:36,@ReptileStare Every time. Every time the Emergency Broadcast System test or every Amber Alert I get a spike of adrenaline that I don't particularly enjoy.
2022-03-26 21:23:14,"MORE INFO: The mother of the children is believed to be with the suspect and the allegedly abducted kids, and RCMP say she was too taken against her will: https://t.co/tDFeJwE7jY #AmberAlert"
2022-03-26 21:22:48,RCMP in Fort St. John activate Amber Alert for 2 missing children | CBC News https://t.co/uTYzOVyzxh
2022-03-26 21:22:07,i just got a fucking amber alert holy shit it scared me so much
2022-03-26 21:21:53,"#AmberAlert for two children and their mother in BC 🇨🇦. ""It's believed the children and their mother were taken against their will by the children's father and they are in danger."" #DomesticViolence

https://t.co/c6VEflGOjN"
2022-03-26 21:21:44,Amber Alert issued for two children allegedly abducted in northern B.C. https://t.co/BPcLnHpEC1
2022-03-26 21:21:38,"BC, Alberta, Saskatchewan  Amber Alert - Two children and Woman abducted in northern British Columbia - 4-year-old Liam Ballamy and 10-month-old Myra Ballamy - https://t.co/wHh1MHTdX3 #Alberta #AmberAlert #BC #Saskatchewan #missingperson"
2022-03-26 21:21:27,"AMBER ALERT: While it is not yet active in Manitoba, Manitobans should be aware that one is likely coming very soon in assistance of AMBER Alerts issued by BC RCMP and relayed by RCMP detachments in Alberta and Saskatchewan. See below for details: https://t.co/bNtAagdOCH"
2022-03-26 21:21:25,"AMBER ALERT: While it is not yet active in Manitoba, Manitobans should be aware that one is likely coming very soon in assistance of AMBER Alerts issued by BC RCMP and relayed by RCMP detachments in Alberta and Saskatchewan. See below for details: https://t.co/nenGNLXHf0"
2022-03-26 21:21:22,"@springcanadian1 @AB_EmergAlert My god yes I agree, this amber alert reached me on both my watch and my phone but because I didn’t have data coverage it was useless to me"
2022-03-26 21:20:55,"Complaints from assholes incoming. 🥺

Keep an eye out for Liam (4yrs) &amp; Myra (10mos) who were abducted from Fort St John. More info in the photo.

I’m in another province altogether, and I *for one* am happy to see an amber alert having been issued far &amp; wide.

#AmberAlert https://t.co/zE5MFOfccu"
2022-03-26 21:20:20,Just received an amber alert by two methods for children missing from BC.  There will be those who will complain about the interruption to their day. Please don’t be one of them.  Maybe one of us who paused our day to read and internalize will be the one who is able to help.
2022-03-26 21:20:19,Disinformation campaigns by AtNameBunchOfNumbers accounts on an *Amber Alert* of all things might well be a new low for social media.
2022-03-26 21:19:31,AMBER ALERT: Four-year-old Liam Ballamy and infant Myra Ballamy abducted in Fort St. John https://t.co/0gJJWJRUBd
2022-03-26 21:18:19,@AB_EmergAlert The real question here is why this Amber alert wasn't marked as an Amber alert? I have those turned off because I got sick of being woken up in the middle of the night for kids missing in Ontario. Didn't wake me up this time but not a fan of you not using the system correctly.
2022-03-26 21:18:10,@wapimaskwa69 I just got one for today's Fort St John Amber Alert
2022-03-26 21:18:04,@FionaMattatall Jumpy Amber Alert response … Literally https://t.co/oeurRSIrje
2022-03-26 21:17:15,"Could we maybe add some nuance to the emergency alert system like in Star Trek? 

Yellow Alert: Head's up this is important Amber Alert, Silver Alert, Manhunt whatever.

Red Alert: *Impending disasters man-made or natural only* 

The Ukraine situation has us on edge. 

@jjhorgan"
2022-03-26 21:17:10,@suko_tachi @CityNewsVAN The father took the mother against her will.  How much more info does anyone need to take it seriously.  The amber alert also said not to approach which means this guy is prob dangerous
2022-03-26 21:16:15,Please retweet this Amber Alert! https://t.co/WgXKxPWpJB
2022-03-26 21:15:26,"Since the beginning of the war started by 🇷🇺, 136 children were killed in #Ukraine. No one would push Amber Alert for them @JustinTrudeau. Save 🇺🇦 children! Help Ukraine with anti-aircraft weapons!

RIP, our little angels... We will never forgive!
#IStandWithUkriane #StopPutin https://t.co/5Tm5qQKh8a"
2022-03-26 21:15:17,"BC, Alberta Amber Alert – Two children and Woman abducted in northern British Columbia – 4-year-old Liam Ballamy and 10-month-old Myra Ballamy https://t.co/4WKiJKLpG4 via @OntarioNorth"
2022-03-26 21:15:01,AMBER alert Fort St John RCMP looking for 2 children a 4 year old boy and a 10 month old girl. Possibly travelling in 2004 olive green Jeep Grand Cherokee BC plates H T 1 8 4 A Suspect is #JasonDalrymple DO NOT APPROACH call 911 https://t.co/AMWAMM7oNG
2022-03-26 21:14:52,RCMP in Fort St. John activate #AmberAlert for 2 missing children | CBC News https://t.co/n2OV2SlFpM
2022-03-26 21:14:49,@PatchOCool @EmergencyInfoBC Why did they not include the mothers information in the amber alert that was issued?
2022-03-26 21:13:51,Police believe the children and their mother were taken against their will. https://t.co/jVLUO36Do2
2022-03-26 21:13:50,Inter-provincial Amber Alert issued for two northern B.C. children https://t.co/ZpVdNdrjlt
2022-03-26 21:13:32,B.C. Amber Alert issued for two young children from Fort St. John - via @News1130 https://t.co/CdvD5XVAEa
2022-03-26 21:13:26,"@AB_EmergAlert In B4 all the Karens. What about our kids!!
1. Why is there no indication they'd even be in our province?
2. Why was it not flagged as an Amber alert
3. Why are we getting an ""emergency"" for something that happened 2 days ago?
4. The boy who cried wolf should be mandatory reading"
2022-03-26 21:13:15,@tinaallamm Omg the amber alert
2022-03-26 21:13:10,Shared: Amber Alert Alert - Saskatchewan https://t.co/StFcNEmbTN https://t.co/z1HofmOIcH
2022-03-26 21:13:05,@jessmartensRPN @Kamscan @983cifm I agree. It is confusing. So the mother is either also kidnapped or a suspect. She didn’t just go along for the drive. Also they have their pets? Maybe they are moving. Wonder who reported them missing. And why is the Amber Alert 2 days later. They had a heck of a head start.
2022-03-26 21:12:51,Shared: Amber Alert Alert - Saskatchewan https://t.co/UqHPb6JCPC https://t.co/ipTPpZ0oQB
2022-03-26 21:12:21,"The #emergencyalert scared the bejesus out of everybody! 

I gather it was an Amber Alert and Hostage Taking - I wish they'd added that- involving an Indigenous mother, her two children, and the non-Indigenous father abducting them."
2022-03-26 21:12:10,@suehuff @Wenders099 @cspotweet sask just got a amber alert now
2022-03-26 21:11:56,@AlannaKellyNews Last seen on March 24 but Amber Alert issued on March 26.  Any reason provided for the 48hour period to issue the alert?
2022-03-26 21:11:17,"Since the beginning of the war started by 🇷🇺, 136 children were killed in #Ukraine. No one would push Amber Alert for them @JustinTrudeau. Save 🇺🇦 children! Help Ukraine with anti-aircraft weapons!

RIP, our little angels... We will never forgive!
#IStandWithUkriane #StopPutin https://t.co/IkvQaAJ9lZ"
2022-03-26 21:11:10,"BC, Alberta Amber Alert - Two children and Woman abducted in northern British Columbia - 4-year-old Liam Ballamy and 10-month-old Myra Ballamy - https://t.co/W5ZxP9WcqF #Alberta #AmberAlert #BC #missingperson #missingpeoplecanada"
2022-03-26 21:10:53,@suehuff @cspotweet Totally. The Amber alert is confusing.
2022-03-26 21:10:53,just got a amber alert
2022-03-26 21:10:48,RCMP in Fort St. John activate Amber Alert for two missing children - BC News - https://t.co/XXAnvDoO9A https://t.co/sgUFrWu43d
2022-03-26 21:10:44,"Come on social media!

Let’s help this woman and her children.

If he’s been driving straight through, they could even be in Ontario.

Please circulate the amber alert. https://t.co/jWIM4GiDoo"
2022-03-26 21:10:19,2 day old AMBER ALERT. Must be another RCMP fuck up.
2022-03-26 21:10:17,Shared: Amber Alert Alert - Saskatchewan https://t.co/OyaYA17ZEr https://t.co/YKnAYV0GBG
2022-03-26 21:10:06,Shared: Amber Alert Alert - Saskatchewan https://t.co/kRr3y7hlgj https://t.co/jcIVIP7I1M
2022-03-26 21:10:03,"why is this BC amber alert a ""presidential alert"" and wth is that?"
2022-03-26 21:09:38,"Police believe the children and their mother were taken against their will from their home in Fort St. John and are in danger while in Dalrymple's presence. #RCMP #Alberta #amberalert

https://t.co/65AGuDZPgc"
2022-03-26 21:09:32,B.C. Amber Alert extends to Alberta Be on the lookout! #amberalert #Alberta #bc  https://t.co/X7zmKaAbI5
2022-03-26 21:09:18,@incognito_nunya @ggreeneyes1975 Did not realize the mother was also kidnapped. Got the amber alert
2022-03-26 21:09:17,B.C. Amber Alert extends to Alberta Be on the lookout! #amberalert #Alberta #bc  https://t.co/dWXgfoPvyG
2022-03-26 21:09:04,@DrJayDrNo @MJGlass2 In Sask &amp; just got this Amber Alert
2022-03-26 21:09:03,"Gaffney St , Pascoe Vale - Traffic Alert, Traffic lights are flashing amber at the intersection of… https://t.co/sp1s74vTyi #victraffic"
2022-03-26 21:09:03,Just got a amber alert
2022-03-26 21:08:31,"T/CW: Abduction
•
•
•
•
•
•
•
I just got a notification for an amber alert on my phone and now I'm scared- 😭"
2022-03-26 21:08:16,"Wow, just got an Amber Alert and almost had a heart attack! Hope the kids and their mom are found safe and healthy!"
2022-03-26 21:07:52,@akurjata My friend in Calgary got the amber alert too
2022-03-26 21:07:21,Fucking amber alert scared the shit outta me
2022-03-26 21:07:15,I was watching invader zim witht my friend and that mfing amber alert scared me so much😭
2022-03-26 21:06:47,Inter-provincial Amber Alert issued for two northern B.C. children https://t.co/Kjs49VfUUN
2022-03-26 21:06:05,RCMP in Fort St. John activate Amber Alert for 2 missing children https://t.co/q0j5I6nvtZ
2022-03-26 21:05:35,B.C. Amber Alert extends to Alberta https://t.co/iwSbMQHeeL
2022-03-26 21:05:29,"⚠️ Amber Alert issued for British Columbia by Fort St. John RCMP.

https://t.co/lQ6hmTEfQg"
2022-03-26 21:05:23,@loveyourcake People upset with amber alert probably also have obnoxious flags on their trucks rn. #freedumb
2022-03-26 21:04:47,@NeSabaye Just woke me up. We will keep an eye out but we are 15 hrs away. It's kind of like having an amber alert in Salt Lake city Utah. https://t.co/1cwTPVG8jx
2022-03-26 21:04:26,Fort St. John RCMP activate Amber alert for missing mom and two children - My Cariboo Now https://t.co/aih7n17j6r
2022-03-26 21:03:43,"Since the beginning of the war started by 🇷🇺, 136 children were killed in #Ukraine. No one would push Amber Alert for them @JustinTrudeau. Save 🇺🇦 children! Help Ukraine with anti-aircraft weapons!

RIP, our little angels... We will never forgive!
#IStandWithUkriane #StopPutin https://t.co/A7w49MSPVw"
2022-03-26 21:03:41,@CBCAlerts Why is the #1 top story in #HamOnt an Amber Alert in BC and you're telling us the license number of the car and hair color of people involved.  We're thousands of KM away.  We're not going to see that car.
2022-03-26 21:03:10,@ProfRefusnik An amber alert inconvianiancing you ONE TIME is so much less important than potentially saving someone's life that the fact that you're complaining about it in anyway makes you a bad person and you should stop.
2022-03-26 21:03:09,"Since the beginning of the war started by 🇷🇺, 136 children were killed in #Ukraine. No one would push Amber Alert for them @JustinTrudeau. Save 🇺🇦 children! Help Ukraine with anti-aircraft weapons!

RIP, our little angels... We will never forgive!
#IStandWithUkriane #StopPutin https://t.co/LQrpk4GFSB"
2022-03-26 21:02:22,@BenTDooley @steeletalk Got the same amber alert in Edmonton
2022-03-26 21:02:11,RCMP issues amber alert after alleged abduction of mother and two children in Fort St. John https://t.co/dOxpdO1oZm
2022-03-26 21:01:41,"@JustinTrudeau @vonderleyen @GlblCtzn Since the beginning of the war started by 🇷🇺, 136 children were killed in #Ukraine. No one would push Amber Alert for them @JustinTrudeau. Save 🇺🇦 children! Help Ukraine with anti-aircraft weapons!

RIP, our little angels... We will never forgive!
#IStandWithUkriane #StopPutin https://t.co/O2SkyosfNW"
2022-03-26 21:01:37,@ProfRefusnik Hence the word - ALERT 🚨not Amber notification.
2022-03-26 21:01:29,"We were at Southcenter when that Amber Alert went off. It was insane. Everyone stopped to check their phone. The sound echoed through where we were. 

Amber Alerts work, and this is why I'll never be mad about them- regardless of the time of day."
2022-03-26 21:01:20,"@JustinTrudeau Since the beginning of the war started by 🇷🇺, 136 children were killed in #Ukraine. No one would push Amber Alert for them @JustinTrudeau. Save 🇺🇦 children! Help Ukraine 

RIP, our little angels... We will never forgive!
#IStandWithUkriane #StopPutin https://t.co/sZqQTCc9pW"
2022-03-26 21:01:15,"Since the beginning of the war started by 🇷🇺, 136 children were killed in #Ukraine. No one would push Amber Alert for them @JustinTrudeau. Save 🇺🇦 children! Help Ukraine with anti-aircraft weapons!

RIP, our little angels... We will never forgive!
#IStandWithUkriane #StopPutin https://t.co/LjigEnuZWn"
2022-03-26 21:01:12,An amber alert has been issued Saturday for two children from Fort St. John. https://t.co/i6wyTrQyUX https://t.co/V3OxKq1toj
2022-03-26 21:01:12,"Since the beginning of the war started by 🇷🇺, 136 children were killed in #Ukraine. No one would push Amber Alert for them @JustinTrudeau. Save 🇺🇦 children! Help Ukraine with anti-aircraft weapons!

RIP, our little angels... We will never forgive!
#IStandWithUkriane #StopPutin https://t.co/s4KlW96pvz"
2022-03-26 21:01:05,"@ProfRefusnik You know who else has an opinion? The parents of missing children who use the amber alert system, and there's matters more than yours. Sorry"
2022-03-26 21:00:51,Why are people posting screenshots of the amber alert on social media like they’re the only one with a phone or a tv
2022-03-26 21:00:40,"Since the beginning of the war started by 🇷🇺, 136 children were killed in #Ukraine. No one would push Amber Alert for them @JustinTrudeau. Save 🇺🇦 children! Help Ukraine with anti-aircraft weapons!

RIP, our little angels... We will never forgive!
#IStandWithUkriane #StopPutin https://t.co/hJCnNmiifK"
2022-03-26 21:00:28,"Since the beginning of the war started by 🇷🇺, 136 children were killed in #Ukraine. No one would push Amber Alert for them @JustinTrudeau. Save 🇺🇦 children! Help Ukraine with anti-aircraft weapons!

RIP, our little angels... We will never forgive!
#IStandWithUkriane #StopPutin https://t.co/jRkAy2cp85"
2022-03-26 21:00:25,"@Aly_B_YYC @LiveWire_DK Police say they have reason to believe the children's 23-year-old mother, Dawn Bellamy, was also taken against her will from their home.

😭

https://t.co/wmab1KqE0u"
2022-03-26 21:00:23,"Since the beginning of the war started by 🇷🇺, 136 children were killed in #Ukraine. No one would push Amber Alert for them @JustinTrudeau. Save 🇺🇦 children! Help Ukraine with anti-aircraft weapons!

RIP, our little angels... We will never forgive!
#IStandWithUkriane #StopPutin https://t.co/JE3QHrGcSl"
2022-03-26 21:00:02,RCMP issues amber alert after alleged abduction of mother and two children in Fort St. John https://t.co/e3fkjkz8Ur
2022-03-26 20:59:58,Amber alert issued in Fort St John for two abducted children Energeticcityca
2022-03-26 20:59:31,"*** AMBER ALERT ** BC &amp; ALBERTA:
 Four-year-old Liam Ballamy and 10-month-old  Myra Ballamy, along with Dawn Ballamy, 23, and Jason Dalrymple, 36.
Police say Dalrymple is the suspect.
 travelling in an olive-green 2004 Jeep Grand Cherokee with B.C. licence plate HT1-84A. https://t.co/LKt1QQZcC2"
2022-03-26 20:58:50,"Pro: Turning sound on so I never miss a notification when I'm at home.

Con: having an amber alert scare the living daylights out of me."
2022-03-26 20:58:30,Inter-Provincial Amber Alert was just issued. #Alberta #BC https://t.co/Cl8FRca7lr
2022-03-26 20:58:09,"Fort St. John RCMP  have issued an amber alert as they have grounds to believe that Jason Dalrymple  has taken Dawn Bellamy and her two children against their will from their residence in #fortstjohn #northernbc #cityofpg #amberalert

https://t.co/8z5WnaPTmB https://t.co/D1MOJJhxIK"
2022-03-26 20:58:06,"how is anyone annoyed by an amber alert? it is one sound and vibration that comes out of your tiny, stupid, phone for .3 seconds which you can then choose to read or delete and move on with your life but instead, you go on social media and complain about how it is ineffective."
2022-03-26 20:57:49,RCMP in Fort St. John activate Amber Alert for 2 missing children https://t.co/Svsalgu5yU
2022-03-26 20:56:40,@chrisalecanada Me too. Hope the kids get rescued sooner than later. Hopefully the Amber alert expedites it.
2022-03-26 20:56:25,There’s an amber alert for a guy taking his kids. Messed up world. Things should never get to that in the first place. The system failed that person and his kids. Amber alert is just a reminder to me the system is working the way it’s intended to be. Horrible
2022-03-26 20:56:23,Fort St. John RCMP activate Amber alert for missing mom and two children https://t.co/te6Ywdy96l https://t.co/iN7sHOaWRQ
2022-03-26 20:55:50,"Would be nice if there was a way to issue an Amber Alert without the abductor getting the alert on his/her phone.
Would seem like it could lead to something drastic being done, I think it’s why police delay putting it out."
2022-03-26 20:55:44,"Anyway, a Runkletarian government would require that Amber Alerts be broadcast at the ""Amber Alert"" level of severity, not the ""Imminent nuclear war"" level of severity.

I'm at home working right now, I'm not going to drop everything to play Batman."
