DATETIME,TWEET,SENTIMENT
26/3/2022 21:12,"b'#AmberAlert #Alberta extended to alberta retweet and repost, do not approach the suspect call 9-1-1 if you have any\xe2\x80\xa6 https://t.co/cZBTHUB7rY'",0
26/3/2022 21:11,"b'#AmberAlert #Alberta extended to alberta retweet and repost, do not approach the suspect call 9-1-1 if you have any\xe2\x80\xa6 https://t.co/MjCQUZGyW9'",0
26/3/2022 21:11,"b'BC, Alberta Amber Alert - Two children and Woman abducted in northern British Columbia - 4-year-old Liam Ballamy an\xe2\x80\xa6 https://t.co/aZzJChzpYu'",0
26/3/2022 21:10,b'for any of my Canadian friends. #AmberAlert #rcmp #fortstjohn https://t.co/kRlqyvPbnS',0
26/3/2022 21:09,b'Police believe the children and their mother were taken against their will from their home in Fort St. John and are\xe2\x80\xa6 https://t.co/OZLk8R8KEq',0
26/3/2022 21:09,b'B.C. Amber Alert extends to Alberta Be on the lookout! #amberalert #Alberta #bc  https://t.co/X7zmKaAbI5',0
26/3/2022 21:09,b'B.C. Amber Alert extends to Alberta Be on the lookout! #amberalert #Alberta #bc  https://t.co/dWXgfoPvyG',0
26/3/2022 21:08,b'Hope they find those little kids. #AmberAlert',0
26/3/2022 21:03,"b""there's two sides a sad one and a safer future through technology. imagine the future though and seeing just one of\xe2\x80\xa6 https://t.co/AtsaFbi5Za""",0
26/3/2022 21:02,"b'#AmberAlert This morning, keep an eye out people. That being said, my criticism on how these alerts are sent out to\xe2\x80\xa6 https://t.co/fMVzrlvHZ8'",0
26/3/2022 20:58,b'Please please please keep your eyes out and get these babies home safe #amberalert https://t.co/U1YGFVKCuj',0
26/3/2022 20:58,b'Fort St. John RCMP\xc2\xa0 have issued an amber alert as they have grounds to believe that Jason Dalrymple\xc2\xa0 has taken Dawn\xe2\x80\xa6 https://t.co/c5dRzLZZwM',0
26/3/2022 20:57,b'Here is a photo of Jason Dalrymple along with the children and their mother Dawn Bellamy. All three are believed to\xe2\x80\xa6 https://t.co/AtaYzU3DhT',0
26/3/2022 20:51,"b'For detailed info to help locate 4-year-old Liam Bellamy, 10-month-old Myra Bellamy &amp; 23-year-old Dawn Bellamy revi\xe2\x80\xa6 https://t.co/pxcnSoieNK'",0
26/3/2022 20:50,"b""Word is that the father is abusive and may have abducted the children's mother as well.  I hope they're all found s\xe2\x80\xa6 https://t.co/WdXFMtmCpc""",0
26/3/2022 20:50,b'#AmberAlert issued for two children in northern British Columbia #BC https://t.co/Z7StwOQek7',0
26/3/2022 20:50,b'12:00pm Approx Got Emergency Notification for #AmberAlert #canada @ECEBC1 https://t.co/kkp2hdfUx0',0
26/3/2022 20:49,"b'Photos of children as well as mom, dad and the vehicle in the article. \xf0\x9f\x91\x87 #AmberAlert https://t.co/jXUUaK2fAG'",0
26/3/2022 20:49,"b'Issued by RCMP B.C. Canada #AmberAlert 10 mth old and 4 year  abducted from Fort St. John BC family home, by father. https://t.co/CytutS79O3'",0
26/3/2022 20:48,b'#AmberAlert for #FortStJohn was also broadcasted in #Alberta  https://t.co/LiNSQbVvgC',0
26/3/2022 20:48,b'Interprovincial #AmberAlert issued for #BC and #Alberta #RCMP #albertaemergencyalert #AEA #BCEmergencyAlert\xe2\x80\xa6 https://t.co/jtHeLu8fmQ',0
26/3/2022 20:48,b'Hey @YourAlberta what\xe2\x80\x99s the point of issuing an #AmberAlert if you aren\xe2\x80\x99t going just come out and tell us details i\xe2\x80\xa6 https://t.co/pe6wdNLO8A',0
26/3/2022 20:47,b'Hope the kids are found safe #AmberAlert https://t.co/xcVbnSRBVe',0
26/3/2022 20:47,"b'In a media release, RCMP said they have grounds to believe the mother and two children were taken \xe2\x80\x9cagainst their wi\xe2\x80\xa6 https://t.co/Np5CK2x6OF'",0
26/3/2022 20:47,"b'Y\xe2\x80\x99all be on the lookout for Jason Dalrymple. license plate is HT184A, could be traveling in a 2004 olive green Jeep\xe2\x80\xa6 https://t.co/tUIHSA6Hfb'",0
26/3/2022 20:46,b'RCMP in Fort St. John activate Amber Alert for 2 missing children https://t.co/q0E9a0Nzt2  #AmberAlert  #Ontario\xe2\x80\xa6 https://t.co/0Mq1UnkWiJ',0
26/3/2022 20:46,b'https://t.co/yazmpWVAl4\nOriginally issued by @BCRCMP\nThey might be entering the borders of Alberta. \n#AmberAlert\xe2\x80\xa6 https://t.co/IUSgzIfIrm',0
26/3/2022 20:46,"b""#AmberAlert for two children from Fort St. John. They've been taken by their father. Might be driving a green Jeep\xe2\x80\xa6 https://t.co/VJUAfLWvXE""",0
26/3/2022 20:45,"b'#AmberAlert issued in Alberta after two children were allegedly abducted on March 24 from #FortStJohn, BC. See info\xe2\x80\xa6 https://t.co/lXKX5xX2pt'",0
26/3/2022 20:45,b'#AmberAlert sharing from Southern Alberta. #yql keep an eye out! https://t.co/MuYn2BV7sn',0
26/3/2022 20:45,b'2 children! BC Jeep\nPlease read.\n\nInter Provincial #AmberAlert Alert - #Alberta https://t.co/ZUhDrSj69r https://t.co/ERZSbUbJGv',0
26/3/2022 20:45,b'Head\xe2\x80\x99s up! Did you get this #AmberAlert just now too? - April #yql https://t.co/UHtWMohL46',0
26/3/2022 20:45,b'Head\xe2\x80\x99s up! Did you get this #AmberAlert just now too? - April #yql https://t.co/MaVascWpAz',0
26/3/2022 20:44,"b'Damn. These days every time an #AmberAlert goes off, I half expect my phone to tell me to head to the nearest bomb shelter.'",0
26/3/2022 20:44,b'Did anyone else get freaked out by this \xf0\x9f\x98\xb3 #AmberAlert #yyc https://t.co/Ztgms62hCE',0
26/3/2022 20:44,b'#AmberAlert RCMP in Fort St. John activate Amber Alert for 2 missing children https://t.co/XnKLX4Ne9Z Police say th\xe2\x80\xa6 https://t.co/Cyhd6vURqz',0
26/3/2022 20:43,b'again?! #AmberAlert https://t.co/04V9izbhxK',0
26/3/2022 20:38,b'\xf0\x9f\x91\x80 Keep an eye out Canadian frens\n#AmberAlert https://t.co/5YiiyOn95e',0
26/3/2022 20:37,b'RCMP in Fort St. John activate #AmberAlert  for 2 missing children https://t.co/wcPrBkxe7s #yxj',0
26/3/2022 20:37,b'Amber Alert issued for two children in northern British Columbia - 4-year-old Liam Ballamy and 10-month-old Myra Ba\xe2\x80\xa6 https://t.co/Le0eSSn8Bu',0
26/3/2022 20:36,b'How am I supposed to do anything about an Amber Alert issued for an apparent abduction in Fort St. John when I live\xe2\x80\xa6 https://t.co/sLus5wC3uO',0
26/3/2022 20:34,b'The mom is with them also. All 3 have been taken against their will. #AmberAlert #bcamberalert #taken https://t.co/gcBMGg2YyT',0
26/3/2022 20:30,"b""For everyone complaining about BC'S #AmberAlert, the RCMP just confirmed the mother was also taken against her will\xe2\x80\xa6 https://t.co/rpUAT6a6ec""",0
26/3/2022 20:29,b'RCMP have issued an #AmberAlert for two children from the #FortStJohn area: 4-year-old Liam Bellamy &amp; 10-month-old\xe2\x80\xa6 https://t.co/hWeN89RpLP',0
26/3/2022 20:16,b'#AmberAlert Bring your children home and be a father the right way. This is NOT the way. https://t.co/mjYxLrOm3l',0
26/3/2022 20:12,b'For those of you concerned about the #AmberAlert\nI think it should be shared Nation Wide for all of #Canada to see\xe2\x80\xa6 https://t.co/usZ4iviVgU',0
26/3/2022 20:04,b'Amber Alert: Jason Dalrymple &amp; Dawn Dalrymple with 2 children; Liam Ballamy &amp; Myra Ballamy. Last seen March 24 in F\xe2\x80\xa6 https://t.co/Ty3w63SJl5',0
26/3/2022 20:03,b'wow. i waited to see how long it took for someone to complain about receiving the #amberalert &amp; it didn\xe2\x80\x99t even take\xe2\x80\xa6 https://t.co/ZKF6NN0slB',0
26/3/2022 20:02,b'Amber Alert: Jason Dalrymple &amp; Dawn Dalrymple with 2 children; Liam Ballamy &amp; Myra Ballamy. Last seen March 24 in F\xe2\x80\xa6 https://t.co/IT5TRLxjyc',0
26/3/2022 20:01,b'@EmergencyInfoBC Was this Amber Alert broadcast wirelessly to compatible mobile devices in ALL areas of the provinc\xe2\x80\xa6 https://t.co/BN0pFaCjZY',0
26/3/2022 19:58,b'Something you hope never have to see pop up on your phone. The suspect is believed to be heading East. Please be on\xe2\x80\xa6 https://t.co/6TOgVaonXa',0
26/3/2022 19:53,"b'just take a moment &amp; think if it was a child in your family - a niece, nephew, grandchild, cousin.. i was dead asle\xe2\x80\xa6 https://t.co/hzyVY5P781'",0
26/3/2022 19:53,b'Also worth noting WHEN an #amberalert is issued...\n-Victim is under 18\n-Police think the victim(s) have been abduct\xe2\x80\xa6 https://t.co/RceXEOMI2X',0
26/3/2022 19:52,b'May be heading east to Ontario #AmberAlert https://t.co/UHpLx1fM4Z',0
26/3/2022 19:51,"b'Kind of amazed how many people don\xe2\x80\x99t understand how Amber Alerts work. No, Johnny, you\xe2\x80\x99ve been specially selected b\xe2\x80\xa6 https://t.co/dUCyOYZOdx'",0
26/3/2022 19:50,b'Please keep an eye out #AmberAlert https://t.co/lHSu0Us40g',0
26/3/2022 19:49,b'#AmberAlert in #FortStJohn #Missing kids . #BC',0
26/3/2022 19:47,b'woke up to the loudest #amberalert &amp; was shocked my cell read the whole msg aloud',0
26/3/2022 19:44,"b""This guy has a 2 day start and he also abducted the children's mother. Why so long to alert the public?! #RCMP #AmberAlert""",0
26/3/2022 19:44,b'RCMP issues amber alert after alleged abduction of two children in Fort St. John https://t.co/ISjybeNcPS via\xe2\x80\xa6 https://t.co/icqBy3bRqV',0
26/3/2022 19:43,b'ayo rest of canada keep an eye out not sure if this was sent out of BC or not but keep an eye out incase they heade\xe2\x80\xa6 https://t.co/ILeDohLSSa',0
26/3/2022 19:38,b'Praying for the safe return of these two children! #AmberAlert https://t.co/8YXj1N0to5',0
26/3/2022 19:38,"b""Here's the #AmberAlert Mom and Kids in Imminent Danger so keep an eye out https://t.co/2PIUFYK4Gx""",0
26/3/2022 19:37,b'For those in Fort St John! Please look out for them and stay safe \xf0\x9f\x98\xb0 #AmberAlert https://t.co/CLkBZCoLBv',0
26/3/2022 19:37,b'\xf0\x9f\x9a\xa8#AmberAlert\xf0\x9f\x9a\xa8#FortJohn\nOlive 2004 #JeepGrandCherokee #BC Plate - HT184A\n#RuralCrimeWatch #BritishColumbia\xe2\x80\xa6 https://t.co/1epOffkl3b',0
26/3/2022 19:36,b'This is the first #AmberAlert I got. I hope they are found safe. https://t.co/SuNcf5Qzah',0
26/3/2022 19:36,b'The story behind the #AmberAlert - Please pray for the mother and the children.   This is so sad\xe2\x80\xa6\n\nhttps://t.co/asxIvD2r7A',0
26/3/2022 19:36,b'Please let these these children be found safe! #AmberAlert https://t.co/J2Wzijh6Ed',0
26/3/2022 19:33,"b'Judging from the Twitter response to the #AmberAlert via EAS, a lot of people in western Canada would like Mr.Putin\xe2\x80\xa6 https://t.co/E4Ai1BB0vN'",0
26/3/2022 19:32,b'Looks Like Finally The @AlertReady  system is working in #BC #bcstorm  #BritishColumbia #AmberAlert https://t.co/vtvaZv7mIx',0
26/3/2022 19:32,b'I just got an #AmberAlert hope they are found safe https://t.co/et6N1jfYDS',0
26/3/2022 19:31,b'#AmberAlert \nTwo children abducted in Fort St Johns BC. https://t.co/Zn41ylyR05',0
26/3/2022 19:31,b'#AmberAlert #AmberAlert please share with anyone and everyone. Let\xe2\x80\x99s bring these two children home. Praying for the\xe2\x80\xa6 https://t.co/CN3Fewe2W4',0
26/3/2022 19:30,"b'@akurjata thank god for this emergency alert system. truly, what an incredible resource. i know from the #LEO side\xe2\x80\xa6 https://t.co/6EawRgMQJK'",0
26/3/2022 19:29,"b'#AmberAlert issued in #FortStJohn. #BC #YXJ\nhttps://t.co/IefKVxfXd6 - March 26, 2022 at 11:55AM - Emergency Info BC https://t.co/6rtXaSCc5F'",0
26/3/2022 19:25,"b'IMPORTANT: These four have been missing since March 24th, so they could possibly be in #metrovancouver #AMBERAlert https://t.co/z4mmcdVi5D'",0
26/3/2022 19:25,b'#AMBERAlert Western Canada\nBC AB MB SK https://t.co/wuUIAnAUi7 https://t.co/U5N15LIspx',0
26/3/2022 19:25,b'First amber alert i got #amberalert https://t.co/a4VDteplrr',0
26/3/2022 19:25,b'One way waking up is having an first amber alert on my phone Jesus but I hope those little kids are okay its very c\xe2\x80\xa6 https://t.co/JFZWhaAJ99',0
26/3/2022 19:24,"b'#BreakingNews #AmberAlert #MMIW  \n4yr old Liam &amp; 10mo old Myra Bellamy.\n\nRCMP believe the father, Jason Dalrymple,\xe2\x80\xa6 https://t.co/Bi3svNCZWH'",0
26/3/2022 19:24,"b'#AMBERALERT: Fort St. John, B.C. https://t.co/u4mnoRaSGo'",0
26/3/2022 19:23,b'Heads up BC. #AMBERAlert #FortStJohn #BC https://t.co/oagDTqjSK9',0
26/3/2022 19:22,b'\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90Amber Alert!\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\nJust recieved at 12:15 pm PDT....share! #AMBERAlert https://t.co/8LbpoRpyI1',0
26/3/2022 19:22,b'\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90Amber Alert!\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\nJust recieved at 12:15 pm PDT....share! #AMBERAlert https://t.co/c5Kxru9p2D',0
26/3/2022 19:21,"b""AMBER ALERT\n4yr old boy and 10 month old little girl. Taken from Fort St. John\nMale abductee 5'11 brown hair\nDrivin\xe2\x80\xa6 https://t.co/tpqyobeb6l""",0
26/3/2022 19:21,b'Share this post\n\n#AMBERAlert #signalboost #help https://t.co/XyVOkJq7qS',0
26/3/2022 19:21,"b'Emergency Alert from #FortStJohn #AmberAlert 2 children abducted - name and description of children, and suspect be\xe2\x80\xa6 https://t.co/uJ8EGMyDVA'",0
26/3/2022 19:21,b'\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90Amber Alert!\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\nJust recieved at 12:15 pm PDT....share! #AMBERAlert https://t.co/i79jg0C4RL',0
26/3/2022 19:21,"b'This is awful. I hope these children are found safe and unharmed, soon. #amberalert. https://t.co/nzFQul8hWR'",0
26/3/2022 19:21,b'\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90Amber Alert!\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\nJust recieved at 12:15 pm PDT....share! #AMBERAlert https://t.co/sYBYSiP6Xw',0
26/3/2022 19:21,"b""@minervaB7 #AMBERAlert  Let's do the right thing here though and help spread the word. \n\nhttps://t.co/6feIvdnEXK""",0
26/3/2022 19:21,b'#bc\nFort St. John\n#rcmp \n#Canada \n#AMBERAlert https://t.co/wuqBG8uqo9',0
26/3/2022 19:20,"b""If you're in BC, keep an eye out.\n\n#AMBERAlert https://t.co/BDuQoucY3K""",0
26/3/2022 19:20,b'Spread the word! #amberalert https://t.co/c9zawKITjw',0
26/3/2022 19:20,b'Formatting on an alert could help people read and retain. It was really hard to read to see this involved 3 people\xe2\x80\xa6 https://t.co/iz8oFnUcw3',0
26/3/2022 19:20,"b""I get an #AmberAlert on my phone &amp; TV for a kidnapping 1.1K Kms away but locals can't get flood warnings last year?""",0
26/3/2022 19:20,b'Amber Alert issued for two children in northern British Columbia |  olive-green 2004 Jeep Grand Cherokee with B.C.\xe2\x80\xa6 https://t.co/vOjB16uhbk',0
26/3/2022 19:20,"b'\xf0\x9f\x9a\xa8 #AmberAlert for British Columbia and possibly Alberta. \n\n2 children, boy age 4 and baby girl, 10 months old. \n\nIf\xe2\x80\xa6 https://t.co/rV2htkEWSv'",0
26/3/2022 19:20,b'\xe2\x80\xbc\xef\xb8\x8fPlease Retweet: Especially Canadians\xe2\x80\xbc\xef\xb8\x8f#missingchild #AMBERAlert https://t.co/US63hdeMD3',0
26/3/2022 19:20,"b'My first time hearing an #AmberAlert on my phone (never worked for BlackBerry),  made my heart panic.\n\nHope these c\xe2\x80\xa6 https://t.co/NQ5JemI9Oh'",0
26/3/2022 19:19,"b'i am so shocked that in the middle of watching tv,an #EmergencyAlert was posted &amp; i realized,its all over media med\xe2\x80\xa6 https://t.co/7DJXsO06lF'",0
26/3/2022 19:19,b'First actual use of the emergency alert in #bc a few minutes ago for an #AMBERAlert. Surprisingly the matching twee\xe2\x80\xa6 https://t.co/zqK5xCBpjP',0
26/3/2022 19:19,b'Please share. #BC #AMBERAlert https://t.co/sxZbMZt923',0
26/3/2022 19:19,b'#Amberalert wow that sure worked like it was supposed to! We went running for the phone and TV. #FortStJohn #RCMP https://t.co/6KUpj30RZm',0
26/3/2022 19:19,b'#AMBERAlert   (The cell phone alert scared the crap out of me) https://t.co/89XLg39iPF',0
26/3/2022 19:19,b'Everyone in BC still breathing? \xf0\x9f\x98\xb3 #amberalert scared the shit out of me. Those poor little kids',0
26/3/2022 19:19,b'\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90Amber Alert!\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\nJust recieved at 12:15 pm PDT....share! #AMBERAlert https://t.co/GVF80li4RI',0
26/3/2022 19:18,b'#AMBERAlert #fortstjohn \nPlease keep your eyes peeled if you live in the area. https://t.co/7cR0HJ3v4q',0
26/3/2022 19:18,b'Just got this #amberalert #fortstjohn #bc https://t.co/2KhN0lSVHR',0
26/3/2022 19:18,b'\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90Amber Alert!\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\nJust recieved at 12:15 pm PDT....share! #AMBERAlert https://t.co/PhDUayxBhQ',0
26/3/2022 19:18,b'#AMBERAlert just got notified of this five minutes ago. Sharing just in case. https://t.co/nsSgGY306O',0
26/3/2022 19:18,b'#amberalert in BC https://t.co/DU2saxnFMk',0
26/3/2022 19:18,b'#AMBERAlert Ford St John BC https://t.co/a8wolyWLW6',0
26/3/2022 19:18,b'#AMBERALERT issued for 2 children #FortStJohn #BC - click and read details and please share https://t.co/mGj1jd2WpR',0
26/3/2022 19:18,b'keep an eye out BC and Alberta peeps! #AmberAlert https://t.co/JdHIQHXuKU',0
26/3/2022 19:18,"b'#AmberAlert Fort St John, BC #bcpoli https://t.co/LUktHK0cMj'",0
26/3/2022 19:18,b'Amber Alert.  Please share and post. #AMBERAlert in Fort St. John B.C.  #britishcolumbia https://t.co/6I6bJG5HlN',0
26/3/2022 19:17,b'Oop I meant #amberalert . Lets keep an eye out everyone!',0
26/3/2022 19:17,b'#AMBERAlert issued by police in Fort St. John. \n\nDetails here \xe2\xac\x87\xef\xb8\x8f\xe2\xac\x87\xef\xb8\x8f\xe2\xac\x87\xef\xb8\x8f\xe2\xac\x87\xef\xb8\x8f\xe2\xac\x87\xef\xb8\x8f https://t.co/v36VCip49Z',0
26/3/2022 19:17,"b""Just received a @rcmpgrcpolice #AmberAlert \nNot sure what it's about, tried to screen capture so I could share, but\xe2\x80\xa6 https://t.co/nKkjWpGiCs""",0
26/3/2022 19:17,"b'#Amberalert @FortStJohnRCMP @fortstjohn Abducted child : Liam Bellamy (4) years old. 4feet, Brown hair, brown eyes.\xe2\x80\xa6 https://t.co/MtQBdiBBuo'",0
26/3/2022 19:17,b'#AmberAlert BC Keep watch guys let\xe2\x80\x99s help get these babies back \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbe https://t.co/G4xaDFVGQU',0
26/3/2022 19:17,b'Everyone should have got this but im posting it just incase. #AMBERAlert #britishcolumbia #Children #Abduction\xe2\x80\xa6 https://t.co/ezrsp6CVA2',0
26/3/2022 19:17,"b'This just came in. I don\xe2\x80\x99t know how many people receive these alerts, so I thought I would share. #amberalert https://t.co/K2zZOONdWR'",0
26/3/2022 19:17,b'\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90Amber Alert!\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\nJust recieved at 12:15 pm PDT....share! #AMBERAlert https://t.co/IcaiG22NQ7',0
26/3/2022 19:17,b'Looks like everyone got the amber alert. That freaked me out. Hope the kids are found safe!\n#amberalert',0
26/3/2022 19:17,b'Just received an amber alert for 2 abducted children from Fort st John. #AMBERAlert https://t.co/JIiuUTPaXh',0
26/3/2022 19:17,b'Always the scariest thing when you get an emergency alert. Hope they find this guy.  #amberalert #fortstjohn\xe2\x80\xa6 https://t.co/lFEA6a0Kc2',0
26/3/2022 19:17,b'\xe2\x9a\xa0\xef\xb8\x8f\xe2\x9a\xa0\xef\xb8\x8f#amberalert #bc \xf0\x9f\x9a\xa8 \nCall 911 if you find\xe2\x80\xa6 https://t.co/FCjrrDGHJ8',0
26/3/2022 19:17,b'\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90Amber Alert!\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\nJust recieved at 12:15 pm PDT....share! #AMBERAlert https://t.co/NhVCBsW6pt',0
26/3/2022 19:17,b'#AmberAlert for British Columbia just popped https://t.co/xXbY4CQ7f3',0
26/3/2022 19:17,b'#AMBERAlert JESUS FUCK THAT SCARED THE SHIT OUTTA ME',0
26/3/2022 19:17,b'Eyes open everyone! #AMBERAlert https://t.co/7p5SGPZZYw',0
26/3/2022 19:16,b'BREAKING: #amberalert issues out of Fort St. John @BlackPressMedia https://t.co/1Vw4AMLnvn',0
26/3/2022 19:16,b'Oh shit\xe2\x80\xa6. #AmberAlert https://t.co/FJnp2a1Ic0',0
26/3/2022 19:16,b'#AMBERAlert \nMy phone just started freaking out and I thought the nukes were on the way. DAMMIT!!!!!!',0
26/3/2022 19:16,b'This just flashed up on my phone. #bcpoli #AMBERAlert https://t.co/x91mJFNyfU',0
26/3/2022 19:16,b'Keep an eye out #amberalert #missingkids https://t.co/VxORp3JuT1',0
26/3/2022 19:16,b'#amberalert Retweet. #britishcolumbia #abduction https://t.co/XKay3aRnjs',0
26/3/2022 19:16,b'Just got this #AMBERAlert https://t.co/Sxv2cU4t5C',0
26/3/2022 19:16,b'Fort St. John #AMBERAlert https://t.co/idLdT7Ca9X',0
26/3/2022 19:16,b'#amberalert #LiamBallamy 4 yrs old out of Ft. St. John https://t.co/OMa9p5HtW5',0
26/3/2022 19:16,b'Amber alert  just went out #fortstjohn #BC #alberta heads up #AB #BC #amberalert https://t.co/AzxhZ7w3B7',0
26/3/2022 19:15,b'My first experience with an #AMBERAlert Replicated on TV too. Please keep your eyes open. https://t.co/FGy69LWQLV',0
26/3/2022 19:15,b'Retweet BC and ALBERTA peeps! #AmberAlert https://t.co/jS1qO56a8t',0
26/3/2022 19:15,b'The emergency alert system in BC has finally been used. #AmberAlert https://t.co/t6IUE43haV',0
26/3/2022 19:15,b'That was alarming going off in the grocery store\xe2\x80\xa6 #amberalert https://t.co/IMydT8WzzT',1
26/3/2022 19:15,b'Just got this #AmberAlert https://t.co/dYfAD609qB',0
26/3/2022 19:15,"b""Got an #AMBERAlert so figured I'll share it here in case this dickhead went East https://t.co/8JIgJfHLwr""",0
26/3/2022 19:14,"b""Wow, that's the first time I've ever had a legit Emergency Alert on my phone,  #AmberAlert #BC""",0
26/3/2022 19:10,b'#AMBERALERT The four are believed to be travelling in an olive green 2004 Jeep Grand Cherokee with B.C. licence pla\xe2\x80\xa6 https://t.co/OKPYXsjjOh',0
26/3/2022 19:10,b'#AMBERALERT The four are believed to be travelling in an olive green 2004 Jeep Grand Cherokee with B.C. licence pla\xe2\x80\xa6 https://t.co/JVTHwVVY5A',0
26/3/2022 19:04,b'#AMBERAlert \nAmber Alert issued for two children in northern British Columbia | https://t.co/Y4kHAvSYOX https://t.co/M8lmqULF9r',0
26/3/2022 19:01,b'#AmberAlert issued in #FortStJohn. Follow @EmergencyInfoBC for updates. #BC #YXJ\nhttps://t.co/hbycttCCSe',0
26/3/2022 18:58,"b'#AMBERALERT: RCMP in Fort St. John, B.C., have issued an Amber Alert for two children, possibly travelling with the\xe2\x80\xa6 https://t.co/iWmcL3whJB'",0
26/3/2022 18:58,"b'#AMBERALERT: RCMP in Fort St. John, B.C., have issued an Amber Alert for two children, possibly travelling with the\xe2\x80\xa6 https://t.co/wqZxV6AvsT'",0
26/3/2022 18:57,"b'#AMBERALERT: RCMP in Fort St. John, B.C., have issued an Amber Alert for two children, possibly travelling with the\xe2\x80\xa6 https://t.co/6UfcGlpjJr'",0
26/3/2022 18:55,b'#AmberAlert issued in #FortStJohn. #BC #YXJ\nhttps://t.co/mWF9TuZgoK',0
26/3/2022 9:12,"b'EMMA WHITAKER IS MISSING OUT OF WHEATFIELD, INDIANA.  HAVE YOU SEEN HER?\n\n#EmmaWhitaker #Missing #silveralert\xe2\x80\xa6 https://t.co/WZ6AOFHiih'",0
26/3/2022 8:43,"b""https://t.co/n6Vult2l5J\n\nMissing Seven Year Old Harmony Montgomery's Jailed Father Is Indicted On Assault Charge\xe2\x80\xa6 https://t.co/ep7L8npWf8""",0
26/3/2022 4:58,b'#Franklin #Tennessee #AMBERAlert #Canceled \nFranklin toddler #FoundSafe after AMBER Alert; non-custodial father sti\xe2\x80\xa6 https://t.co/CQkBUK3ZWJ',0
26/3/2022 3:10,b'Amber Alert canceled for a missing 1-year-old from Franklin.\n#NC10 #AmberAlert  https://t.co/KBYKfC6UYI',0
26/3/2022 2:32,b'AMBER Alert canceled after Franklin child found safe\n\n#TN #NASHVILLE #FRANKLIN \n#AmberAlert #FoundSafe  https://t.co/7ItEkc1Jyc',0
26/3/2022 2:32,"b'The #Franklin, #Tennessee #AMBERAlert has been cancelled. https://t.co/8Ma89xNpIG'",0
26/3/2022 2:13,"b'The #Ledbetter, #Kentucky #AMBERAlert has been cancelled. https://t.co/8Ma89xNpIG'",0
26/3/2022 2:12,b'Eyes open for this guy! #AmberAlert https://t.co/Z9K4v4ZuPB',0
26/3/2022 1:22,b'Anyone with information on where they might be is urged to call 1-800-TBI-FIND or the Franklin Police Department at\xe2\x80\xa6 https://t.co/WbgNmLEDDL',0
26/3/2022 1:03,b'Have you seen this child? Aziah Lumpkin https://t.co/IsbiCpEhqA #AMBERAlert #Missing',0
26/3/2022 0:25,b'How is every single active #AmberAlert from #TN right now? This is not okay. @TBInvestigation What is going on!?',0
25/3/2022 23:55,b'#NerdBirdMafia \xe2\x9c\x8a\n#amberalert \n\nPlease get the word out\xe2\x80\xa6 https://t.co/z9cZl372kl',0
25/3/2022 23:42,b'#AMBERALERT #AZIAHLUMPKIN Parent or not - this is RIDICULOUS! https://t.co/o9RRNvJmYB',0
25/3/2022 23:41,"b'Summer Wells is still missing. Franklin, Tennessee, Nashville, TN #AmberAlert https://t.co/opLcC1VAF9'",0
25/3/2022 23:40,b'Amber alert for Nashville area - Franklin TN #amberalert #nashville https://t.co/XYz5Vfe5S5',0
25/3/2022 23:36,b'Getting an #AmberAlert',0
25/3/2022 23:34,b'@WSMV @WKRN @CNN @MSNBC @POTUS @VP @Reuters @RVAwonk @maddow @MollyJongFast @washingtonpost @nytimes @FLOTUS FIND O\xe2\x80\xa6 https://t.co/2KKzLAD1ta',0
25/3/2022 23:28,b'They could be anywhere on this planet with a month head start What was the hold up @TBInvestigation #amberalert',0
25/3/2022 23:25,b'Please help share and find #AziahLumpkin \xf0\x9f\x99\x8f\n#AmberAlert #Tennessee https://t.co/2flpCfeTwJ',0
25/3/2022 23:24,b'Please retweet!!  This sweet face! #amberalert #TBI  #tennesee https://t.co/j796bKyl8q',0
